,title,year,budget,director,actor,companies,genres,plot_keywords,genresOneHot,language,country,score
84,Captain America: The Winter Soldier,2014.0,0.6787793615739811,0.67,0.649,0.702,0.621,washington d.c.|future|shield|marvel comic|superhero|based on comic book|captain america|aftercreditsstinger|duringcreditsstinger|marvel cinematic universe|3d|political thriller,"[ 1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.6
85,Shrek Forever After,2010.0,0.6339113680154143,0.568,0.604,0.659,0.628,ogre|3d,"[ 0.  1.  1.  0.  0.  0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.0
86,Tomorrowland,2015.0,0.6784565916398714,0.7,0.635,0.616,0.628,inventor|apocalypse|destiny|imax|dreamer|futuristic car|futuristic city,"[ 0.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.]",English,United States of America,6.2
87,Big Hero 6,2014.0,0.658703071672355,0.705,0.78,0.661,0.628,brother brother relationship|hero|talent|revenge|best friend|another dimension|robot|boy genius|hate|aftercreditsstinger|moral dilemma|3d|teen superheroes|dead brother,"[ 1.  1.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.8
88,Wreck-It Ralph,2012.0,0.6335583413693346,0.71,0.692,0.686,0.631,support group|product placement|bullying|racing|arcade|medal|self esteem|curiosity|precocious child|aftercreditsstinger|duringcreditsstinger|first person shooter|glitch|carefree|video gamer|q*bert|interrupted wedding|social reject,"[ 0.  1.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.1
89,The Polar Express,2004.0,0.8249431065096157,0.692,0.645,0.636,0.631,santa claus|nerd|faith|gift|bell|beard|north pole|chute|trestle|ticket|christmas,"[ 0.  1.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.4
90,Independence Day: Resurgence,2016.0,0.6551724137931034,0.613,0.616,0.595,0.621,alternate history|alien invasion,"[ 1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,4.9
91,How to Train Your Dragon,2010.0,0.6339113680154143,0.713,0.679,0.678,0.632,flying|blacksmith|arena|island|night|ship|training|village|forest|viking|friendship|ignorance|flight|nest|dragon|battle|combat|well|warrior,"[ 0.  1.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.5
92,Terminator 3: Rise of the Machines,2003.0,1.0,0.613,0.607,0.596,0.62,saving the world|artificial intelligence|man vs machine|cyborg|killer robot|sun glasses|leather jacket|nanotechnology|rocket launcher|firemen|veterinarian|fire engine|dystopia|psychiatrist,"[ 1.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Germany,5.9
93,Guardians of the Galaxy,2014.0,0.6787793615739811,0.693,0.706,0.687,0.621,marvel comic|spaceship|space|outer space|orphan|adventurer|aftercreditsstinger|duringcreditsstinger|marvel cinematic universe,"[ 1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,7.9
94,Interstellar,2014.0,0.658703071672355,0.78,0.666,0.667,0.639,saving the world|artificial intelligence|father son relationship|single parent|nasa|expedition|wormhole|space travel|famine|black hole|dystopia|race against time|quantum mechanics|spaceship|space|rescue|family relationships|farmhouse|robot|astronaut|scientist|father daughter relationship|single father|farmer|space station|imax|astrophysics|zero gravity|courage|time paradox|relativity,"[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Canada,8.1
95,Inception,2010.0,0.6146435452793835,0.78,0.698,0.682,0.625,loss of lover|dream|kidnapping|sleep|subconsciousness|heist|redemption|female hero,"[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.]",English,United Kingdom,8.1
96,Shin Godzilla,2016.0,0.04665314401622718,0.65,0.65,0.65,0.624,monster|godzilla|giant monster|destruction|kaiju|toyko,"[ 1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",Italiano,Japan,6.5
97,The Hobbit: An Unexpected Journey,2012.0,0.9614271938283511,0.733,0.695,0.673,0.621,riddle|elves|dwarves|orcs|middle-earth (tolkien)|hobbit|mountains|wizard|journey|ring|goblin|courage|giant|tunnel|underground lake|buried treasure|climbing a tree|invisibility|ancient|gnomes,"[ 1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,New Zealand,7.0
98,The Fast and the Furious,2001.0,0.26353790613718414,0.552,0.616,0.631,0.629,street gang|car race|undercover|auto-tuning|los angeles|car|automobile racing|aftercreditsstinger|duringcreditsstinger,"[ 1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Germany,6.6
99,The Curious Case of Benjamin Button,2008.0,0.6663255772567513,0.734,0.681,0.638,0.639,diary|navy|funeral|tea|travel|hospital,"[ 0.  0.  1.  0.  0.  1.  1.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.
  0.]",English,United States of America,7.3
100,X-Men: First Class,2011.0,0.4209459637301608,0.707,0.664,0.624,0.621,cia|mutant|mine|marvel comic|superhero|based on comic book|superhuman|historical fiction|nuclear war|cuban missile crisis|world war iii|1960s,"[ 1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",Deutsch,United States of America,7.1
101,The Hunger Games: Mockingjay - Part 2,2015.0,0.5712754555198285,0.684,0.65,0.639,0.621,revolution|strong woman|dystopia|game of death|3d|based on young adult novel,"[ 1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Germany,6.6
102,The Sorcerer's Apprentice,2010.0,0.5761078998073218,0.626,0.634,0.605,0.629,witch|fire|wolf|fountain|magic|book|castle|water|apprentice|training|merlin|love|mission|sorcerer|dragon|aftercreditsstinger|apprendista|morgana,"[ 1.  1.  1.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.8
103,Poseidon,2006.0,0.5915336056442629,0.657,0.615,0.597,0.634,new year's eve|fire|drowning|cataclysm|loss of father|atlantic ocean|ball|self-abandonment|shipwreck|giant wave|blackout|ship|daughter|single|escape|capsized ship,"[ 1.  1.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.5
104,Alice Through the Looking Glass,2016.0,0.6754563894523327,0.64,0.652,0.639,0.618,based on novel|clock|queen|sequel|alice in wonderland|dark fantasy|mad hatter|3d,"[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.5
105,Shrek the Third,2007.0,0.533309998833275,0.62,0.604,0.659,0.628,ambush|sadness|stage|liberation of prisoners|island|traitor|shipwreck|prince|ship|donkey|kingdom|theatre play|transformation|conciliation|tricks|heir to the throne|assault|boarding school|coup d'etat|teacher|best friend|dragon|cowardliness|pregnancy|capture|duringcreditsstinger,"[ 0.  1.  1.  0.  0.  0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",Français,United States of America,6.0
106,Warcraft,2016.0,0.6348884381338742,0.7,0.638,0.632,0.621,video game|elves|orcs|magic|chase|based on comic book|sorcerer|fictional war|based on video game|wizard|fictional language|muscles|orc|sword and sorcery,"[ 1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Canada,6.3
107,Terminator Genisys,2015.0,0.5534119328331547,0.63,0.645,0.635,0.621,saving the world|artificial intelligence|cyborg|killer robot|future|time travel|dystopia|sequel|fiction|duringcreditsstinger|3d,"[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.8
108,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010.0,0.5953757225433526,0.613,0.646,0.612,0.624,based on novel|magic|good vs evil|king|narnia|fantasy world|knife held to throat|snowing|quest,"[ 0.  1.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.2
109,Pearl Harbor,2001.0,1.0,0.64,0.628,0.643,0.675,nurse|patriotism|hawaii|world war ii|pilot|pearl harbor|u.s. air force|airplane|war|army|love|pin-up,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  1.  0.  0.
  0.]",Français,United States of America,6.6
110,Transformers,2007.0,0.4999749987499375,0.64,0.601,0.634,0.621,destroy|transformation|alien|based on toy|transformers|robot|duringcreditsstinger|teenage hero,"[ 1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",Español,United States of America,6.6
111,Alexander,2004.0,0.7749268512266486,0.653,0.627,0.616,0.656,aristotle|egypt|greece|persia|elephant|campaign|alexander the great|homosexuality|gay relationship|ancient world,"[ 1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  1.  1.  0.  0.
  0.]",English,France,5.6
112,Harry Potter and the Order of the Phoenix,2007.0,0.4999749987499375,0.677,0.717,0.685,0.628,prophecy|witch|loss of lover|magic|cutting the cord|child hero|dying and death|broom|sorcerer's apprentice|school of witchcraft|black magic|death of a friend|sorcery|occultism,"[ 0.  1.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.]",English,United Kingdom,7.4
113,Harry Potter and the Goblet of Fire,2005.0,0.7233681145353069,0.665,0.717,0.707,0.624,magic|dying and death|broom|sorcerer's apprentice|school of witchcraft|chosen one|black magic|boarding school|vision|tournament|teenager|wizard|teenage hero|based on young adult novel,"[ 0.  1.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,7.5
114,Hancock,2008.0,0.6663255772567513,0.637,0.627,0.631,0.617,flying|alcohol|love of one's life|forbidden love|lovers|affection|advertising expert|alcoholism|invulnerability|superhero|pokies|duringcreditsstinger,"[ 1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.2
115,I Am Legend,2007.0,0.4999749987499375,0.684,0.649,0.645,0.623,saving the world|lost civilisation|post-apocalyptic|dystopia|matter of life and death|alone|helplessness|virus|pandemic,"[ 1.  0.  0.  1.  0.  1.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.9
116,Charlie and the Chocolate Factory,2005.0,0.7233681145353069,0.673,0.661,0.652,0.622,london england|father son relationship|chocolate|factory worker|based on novel|parents kids relationship|candy|overweight child|grandfather grandson relationship|teacher,"[ 0.  1.  1.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Australia,6.7
117,Ratatouille,2007.0,0.4999749987499375,0.75,0.707,0.679,0.629,paris|brother brother relationship|expensive restaurant|river|cook|mouse|confidence|roof|window|leaving one's family|work|restaurant critic|kitchen|spice|court|cookbook|family|chef|rat,"[ 0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.5
118,Batman Begins,2005.0,0.7233681145353069,0.78,0.662,0.689,0.645,himalaya|martial arts|dc comics|crime fighter|secret identity|undercover|hero|loss of father|society|gotham city|vigilante|superhero|based on comic book|rivalry|tragic hero|ninja|good vs evil|crime|super powers|haunted by the past|evil doctor|escapade|master villain|fighting crime|unfulfillment|love and romance|unfulfilled love,"[ 1.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,7.5
119,Madagascar: Escape 2 Africa,2008.0,0.6663255772567513,0.632,0.622,0.659,0.641,africa|jealousy|dance|hunger|lion|zoo|hippopotamus|chimp|penguin|volcano|madagascar|airplane|zebra|sequel|shark|imax|duringcreditsstinger,"[ 0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.2
120,Night at the Museum: Battle of the Smithsonian,2009.0,0.5995995995995996,0.603,0.617,0.611,0.621,museum|theodore roosevelt|duringcreditsstinger|amelia earhart|smithsonian,"[ 1.  1.  1.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.9
121,X-Men Origins: Wolverine,2009.0,0.5995995995995996,0.633,0.639,0.623,0.622,corruption|mutant|boxer|army|marvel comic|superhero|aftercreditsstinger|duringcreditsstinger,"[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.2
122,The Matrix Revolutions,2003.0,0.7493734335839599,0.647,0.647,0.623,0.622,saving the world|artificial intelligence|man vs machine|flying|philosophy|fortune teller|kung fu|underground world|killer robot|temple|subway|dream|sun|hero|fight|sunlight|computer virus|key|future|precognition|super computer|machine town|ying yang|dying and death|virtual reality|dystopia|computer|faith|world religion|truth|rescue|mission|cyberpunk|woman director|yin yang|gnosticism,"[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.4
123,Frozen,2013.0,0.5866141732283464,0.73,0.689,0.661,0.636,queen|musical|princess|betrayal|snowman|animation|reindeer|curse|snow|troll|mountain climber|aftercreditsstinger|woman director|3d,"[ 0.  1.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.3
124,The Matrix Reloaded,2003.0,0.7493734335839599,0.647,0.647,0.632,0.622,saving the world|artificial intelligence|man vs machine|martial arts|kung fu|underground world|dream|hero|fight|computer virus|key|future|plato|precognition|rave|dying and death|virtual reality|dystopia|computer|faith|world religion|truth|mission|cyberpunk|woman director|gnosticism,"[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Australia,6.7
125,Thor: The Dark World,2013.0,0.6653543307086615,0.63,0.662,0.702,0.621,marvel comic|superhero|based on comic book|hostile takeover|norse mythology|aftercreditsstinger|duringcreditsstinger|marvel cinematic universe|3d|asgard,"[ 1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.8
126,Mad Max: Fury Road,2015.0,0.5355484101464809,0.627,0.658,0.629,0.621,future|chase|post-apocalyptic|dystopia|australia|rescue|survival|on the run|convoy|peak oil|dark future,"[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Australia,7.2
127,Angels & Demons,2009.0,0.5995995995995996,0.659,0.666,0.638,0.631,rome|vatican|based on novel|symbolism|christian|illuminati|quantum mechanics|prequel|anti matter|conspiracy|investigator|catholicism|cern,"[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.]",English,Italy,6.5
128,Thor,2011.0,0.3946253257178954,0.66,0.662,0.702,0.621,new mexico|banishment|shield|marvel comic|hammer|superhero|based on comic book|redemption|norse mythology|aftercreditsstinger|marvel cinematic universe|3d|asgard|odin|heimdall,"[ 1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.6
129,Bolt,2008.0,0.6663255772567513,0.705,0.603,0.686,0.631,hamster|kids and family|animal|cat vs dog|duringcreditsstinger|dog cat friendship|animal lead|girl dog relationship,"[ 0.  1.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.3
130,G-Force,2009.0,0.5995995995995996,0.51,0.59,0.595,0.621,dyr|duringcreditsstinger,"[ 1.  1.  1.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.1
131,Wrath of the Titans,2012.0,0.5756991321118612,0.568,0.633,0.61,0.627,underworld|hades|mythology|greek mythology|zeus|perseus|gods|ancient greece|based on greek myth|ares|3d,"[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Spain,5.5
132,Dark Shadows,2012.0,0.5756991321118612,0.673,0.668,0.617,0.617,witch|imprisonment|vampire|curse|fish out of water|chains|gothic|madness|old house|lost love|angry mob|18th century|ghost|hidden room|old mansion,"[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Australia,5.7
133,Mission: Impossible - Rogue Nation,2015.0,0.5355484101464809,0.67,0.675,0.662,0.622,london england|spy|austria|villain|sequel|mission|conspiracy|vienna opera|vienna,"[ 1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",Deutsch,China,7.1
134,The Wolfman,2010.0,0.5761078998073218,0.608,0.652,0.606,0.627,father son relationship|victorian england|remake|rural setting|werewolf,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.5
135,Bee Movie,2007.0,0.4999749987499375,0.57,0.609,0.623,0.631,factory worker|tennis|flower|florist|flower shop|pilot|college|airplane|beehive|court|aftercreditsstinger,"[ 0.  1.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.7
136,Kung Fu Panda 2,2011.0,0.3946253257178954,0.67,0.63,0.659,0.641,martial arts|hope|fleet|panda|mission|woman director,"[ 0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.7
137,The Last Airbender,2010.0,0.5761078998073218,0.59,0.47,0.578,0.622,fire|ice|war ship|prince|kingdom|water|village|arrest|remake|attack|avatar|air|spirit|world|domination|cheering,"[ 1.  1.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,4.7
138,Mission: Impossible III,2006.0,0.5544002970664687,0.698,0.667,0.649,0.622,berlin|cia|vatican|white house|secret identity|secret|explosive|mobile phone|map|traitor|mask|honeymoon|shanghai|pretended murder|secret mission|letter|funeral|covered investigation|to shoot dead|secret agent|video|stamp|hard drive|e-mail|decipherment|suitcase|computer|revenge|murder|mission|hospital|duel|disguise|celebration|good and bad|research laboratory|blast,"[ 1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",Deutsch,China,6.5
139,White House Down,2013.0,0.5866141732283464,0.613,0.649,0.626,0.636,usa president|conspiracy|secret service|the white house,"[ 1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.4
140,Mars Needs Moms,2011.0,0.3946253257178954,0.603,0.582,0.686,0.636,boy|alien|rescue|martian|alien abduction|alien invasion|based on children's book|duringcreditsstinger,"[ 0.  1.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.5
141,Flushed Away,2006.0,0.5506869662086892,0.61,0.69,0.651,0.631,london england|underworld|return|ship|frog|girlfriend|rubin,"[ 0.  1.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.0
142,Pan,2015.0,0.5355484101464809,0.682,0.629,0.621,0.624,flying|magic|fairy tale|peter pan|mermaid|pirate|fantasy world,"[ 0.  1.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.9
143,Mr. Peabody & Sherman,2014.0,0.5783979120658502,0.588,0.682,0.659,0.636,father son relationship|egypt|intelligence|adoption|time travel|boy|child prodigy|friendship|growing up|children|talking animal|talking dog|dog|first love|ancient egypt|time traveler|duringcreditsstinger|new school|george washington|gags|trouble|time paradox|prodigy,"[ 0.  1.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.7
144,Troy,2004.0,0.8749593617925826,0.657,0.661,0.668,0.663,brother brother relationship|adultery|mythology|beauty|trojan war|bravery|wall|fraud|hostility|epic|sword fight|battlefield|ancient world|pyre|ancient greece|trojan horse|trojan|bronze age|sparta greece|helen of troy|homer's iliad,"[ 0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.]",English,United States of America,6.9
